Channel_1,Channel_2,Channel_3,Channel_4,Channel_5,Channel_6,Channel_7,Channel_8,Thumb,Index,Middle,Ring,Pinky
-3,4,28,18,7,7,6,1,2,141,0,924,56
12,-9,-23,-10,-3,0,-2,-1,2,141,0,924,52
3,0,12,4,1,4,3,3,2,138,0,924,56
2,1,14,-2,-2,-5,-5,-1,0,138,0,924,52
2,3,-17,-3,-2,-2,1,2,2,138,0,924,52
28,4,19,8,-3,-8,-5,-3,2,138,0,924,52
-3,13,12,-14,3,4,7,5,2,138,0,924,52
-36,-17,-20,4,2,0,-1,-10,2,138,0,922,48
9,4,11,-1,1,3,0,3,2,138,0,908,40
-14,-9,-7,-5,-9,-5,-2,-8,2,141,0,881,28
16,14,10,9,1,-6,-4,0,2,138,0,865,24
9,5,7,8,3,5,6,5,2,141,0,844,24
0,-1,13,1,-3,-1,1,0,2,141,0,810,16
1,-7,-8,-11,-4,1,-2,0,2,138,0,794,16
-1,-2,-9,5,-3,-6,-4,-3,2,141,0,780,16
-6,-8,-30,-7,-4,-5,-4,-1,2,141,0,755,16
3,-1,18,2,2,4,2,-1,2,138,0,732,12
-7,-2,-9,-8,-2,-2,-1,-1,2,141,0,698,12
0,1,-13,0,-4,-3,-4,-2,2,141,0,664,12
-19,-2,10,3,2,2,0,-2,2,138,0,580,12
-10,-2,5,3,0,2,0,-4,2,138,0,580,12
7,6,1,3,-1,2,3,0,2,141,0,516,8
1,0,6,-1,-4,-4,-4,1,2,138,0,438,8
-2,-4,3,4,-3,-4,0,1,2,138,0,388,8
-3,-3,-1,-4,5,12,2,0,2,141,0,347,8
-4,3,-6,-9,-6,-4,-1,-2,2,138,0,296,8
-2,-8,-13,0,-1,-3,0,-2,2,138,0,248,8
8,2,1,-12,3,5,-1,1,2,141,0,207,4
-2,-2,-1,4,1,3,1,0,2,138,0,173,8
1,-1,7,10,-5,-4,-3,-3,2,138,0,148,4
-4,1,14,-7,-5,-5,-2,-2,2,138,0,114,4
-1,3,6,-2,4,1,-1,0,2,141,0,89,0
5,3,12,13,1,3,4,2,2,138,0,79,4
-5,-21,-56,-24,-7,-3,-3,-3,2,138,0,73,4
-1,11,43,23,-5,-5,-1,-1,2,138,0,73,4
-1,-6,-8,2,2,4,1,-2,2,138,0,68,0
-4,2,-3,-1,-2,-2,-1,0,2,141,0,70,0
3,9,12,0,-1,-7,-5,0,2,141,0,68,0
-4,-8,-6,9,-2,0,0,-1,2,138,0,68,0
-1,-2,-1,-4,1,5,2,0,2,141,0,68,0
-2,10,19,0,-1,-1,-1,-1,2,138,0,68,0
-2,-7,-3,-19,-1,1,0,-1,2,138,0,70,0
0,-8,-29,-6,-5,-6,-3,-1,2,138,0,73,0
-4,1,1,-2,-1,3,-2,-4,2,138,0,75,0
-4,-4,-12,8,1,-3,-1,-4,2,138,0,102,0
2,2,-6,0,-5,-8,0,0,2,138,0,111,0
-1,-6,-18,2,3,-1,5,-2,2,138,0,134,0
-2,9,4,-13,-6,-1,-5,-2,2,138,0,157,0
-1,-1,-23,-4,4,4,-1,0,2,138,0,207,3
0,-4,2,9,0,1,6,0,2,141,0,228,3
0,-5,7,-13,-1,1,1,1,2,138,0,280,3
2,6,-12,10,6,4,0,-1,2,138,0,331,0
-5,-7,-23,-4,-7,-12,-3,-5,2,138,0,363,3
2,1,10,-9,0,1,-3,-1,2,141,0,379,3
-2,-5,-12,-12,-7,-5,-2,-1,2,138,0,395,0
2,-1,17,15,-4,-5,-1,0,2,138,0,436,0
0,1,8,4,3,1,-3,1,2,141,0,497,0
0,1,-29,0,6,3,4,0,2,141,0,513,0
-3,0,18,-4,1,2,-1,-1,2,141,0,589,0
-2,-4,-7,9,0,3,-1,-2,2,141,0,625,3
-2,3,1,1,-10,-9,-2,-1,2,138,0,646,3
-1,1,1,3,-1,-3,-4,0,2,141,0,689,3
0,1,7,17,11,3,-2,0,2,138,0,728,3
-5,-8,-29,-4,4,4,2,0,2,138,0,764,0
0,-1,18,-10,2,9,1,1,2,141,0,801,3
-1,5,7,2,-8,-6,2,-2,2,141,0,824,3
0,-1,-41,-11,-11,-8,-4,1,2,138,0,844,3
-1,-7,-25,-26,1,3,1,0,2,138,0,844,7
-3,-2,20,3,-6,3,-1,-3,2,141,0,856,3
1,4,-14,-10,1,-2,-1,-1,2,141,0,865,7
-1,-3,-18,-4,-2,0,-2,0,2,138,0,865,7
-1,-2,8,-2,-5,-1,-1,-2,2,141,0,872,3
2,5,19,8,0,3,0,2,2,138,0,876,7
0,-4,4,-18,-1,-2,2,1,2,138,0,876,7
1,0,7,3,1,-2,-3,0,2,138,0,876,11
-6,3,13,10,3,-4,-2,-2,2,138,0,876,11
3,10,29,15,1,1,1,1,2,141,0,879,19
-5,-9,-34,-4,-7,-6,-3,-2,2,138,0,879,19
0,0,2,4,-2,-3,0,-2,2,141,0,879,23
0,0,-27,-5,-4,1,-2,1,2,141,0,881,23
-5,-6,11,-5,-1,-2,-1,-3,2,141,0,881,23
0,2,13,14,1,-2,1,1,2,141,0,881,23
0,-6,-37,-21,-1,3,0,0,2,138,0,881,23
-2,4,13,10,-1,-2,-3,-3,2,141,0,881,23
1,0,-19,-10,-1,-3,-1,-1,2,141,0,883,23
0,-3,5,0,-1,4,1,0,2,141,0,883,23
0,2,1,0,0,1,3,2,2,141,0,883,23
3,-1,28,-1,5,4,-3,1,2,138,0,881,23
-4,-8,-35,-10,-7,-4,-1,-1,2,138,0,883,19
1,2,-2,9,-4,-6,1,-1,2,141,0,881,19
-3,-6,15,-6,-8,-9,-5,-4,2,141,0,879,19
1,5,4,-5,4,3,3,-1,2,138,0,842,15
-2,-5,-20,6,2,1,2,0,2,138,0,826,19
-1,2,14,-1,-2,0,-1,0,2,141,0,764,15
1,5,3,4,-3,-3,-4,1,2,141,0,748,19
-2,-2,42,4,-6,-2,0,0,2,138,0,737,19
-6,-9,-5,1,-1,-6,-5,-5,2,141,0,723,19
1,6,1,6,1,3,1,-2,2,138,0,712,15
-1,2,15,-8,-3,-4,-2,-2,2,141,0,698,19
0,-4,-12,-7,3,2,-2,-1,2,141,0,621,19
5,1,-26,9,3,9,1,3,5,138,0,550,15
-5,-5,16,-15,-6,-12,-8,-4,2,141,0,511,15
1,5,7,-9,3,3,-2,0,2,138,0,481,15
-1,1,-26,2,-5,-7,-5,-2,0,141,0,447,15
1,2,19,1,0,3,2,-1,2,138,0,406,15
3,3,6,5,-1,-2,-2,0,2,141,0,340,11
2,-1,-23,2,-1,-2,0,-2,2,141,0,285,7
-4,-8,-6,-20,3,3,-1,-1,2,138,0,244,11
-1,-1,7,1,0,-2,-1,2,2,141,0,210,7
-6,2,11,12,5,8,-1,-1,2,141,0,210,7
-6,0,0,-4,-1,2,1,0,2,138,0,164,3
10,-8,-40,0,-6,-3,0,0,2,138,0,148,3
-17,1,23,14,-3,-7,-5,-3,2,141,0,139,0
20,11,11,6,1,5,1,2,2,141,0,134,3
9,3,-3,-3,-1,-4,-3,-2,2,141,0,127,0
-15,-1,10,3,-1,0,-2,-3,2,138,0,125,0
-11,-1,-9,-5,2,1,-5,-3,2,138,0,121,0
-2,-4,19,18,-3,0,2,1,0,141,0,121,0
21,3,-25,-16,-4,-2,2,6,2,138,0,118,0
25,-4,-15,-12,-3,-6,-1,2,2,141,0,118,0
-20,5,25,-7,-2,4,-2,-3,2,141,0,114,3
9,6,26,15,-2,-5,-3,0,2,141,0,102,3
16,7,-14,1,6,6,0,8,2,141,0,86,7
-9,-5,-16,-10,-5,-1,-2,-3,2,141,0,75,7
-2,-6,35,2,-3,-6,-4,-5,2,141,0,70,7
22,1,-28,-11,5,3,3,4,2,138,0,66,7
-7,5,3,14,4,5,4,6,2,138,0,66,11
-31,-8,-9,0,-2,-3,0,-8,2,141,0,61,11
-3,-1,14,3,-3,-1,-5,-7,2,138,0,61,15
-81,-22,8,6,-4,2,-2,-4,2,138,0,61,15
-14,-15,-34,-28,-8,-7,-2,-4,2,141,0,61,19
19,9,-11,6,2,2,2,7,5,141,0,61,23
1,-8,-7,2,-3,-5,-7,-5,2,138,0,61,31
0,14,31,16,0,3,6,1,2,141,0,61,47
6,-13,-49,-12,-6,-2,-3,-1,2,141,0,61,59
4,3,23,-7,4,0,-1,2,2,141,0,61,87
-18,0,18,3,-3,-5,-2,-6,2,141,0,70,123
18,2,-23,-11,-2,2,1,1,2,141,0,75,143
17,8,16,4,4,4,5,7,2,141,0,105,171
1,-7,6,4,-2,-5,-5,-3,2,141,0,121,187
1,-5,-5,-28,-1,-1,-1,-3,2,138,0,134,203
8,14,22,19,4,1,0,5,2,141,0,143,207
5,-6,0,0,2,-2,-3,-2,2,141,0,150,211
-5,8,-4,-3,3,1,2,-1,2,141,0,173,223
4,3,4,11,-2,4,1,-2,2,138,0,187,227
-6,-12,-10,-9,-2,-2,-1,-2,2,138,0,221,239
-10,5,-11,6,-3,-2,-1,-4,2,138,0,246,243
6,3,28,-5,3,2,0,1,2,138,0,262,243
-26,-12,0,15,1,-3,-2,-4,2,138,0,264,243
27,8,-2,6,-1,6,2,7,2,141,0,301,243
0,5,21,9,3,4,3,2,2,138,0,310,247
-4,-8,-18,-14,-7,-8,-4,-2,2,141,0,335,243
-22,-3,9,2,-4,-2,-1,1,2,141,0,349,247
-27,-11,21,-5,-5,-5,-5,-13,2,141,0,356,243
-2,3,-21,-12,0,-2,-3,-3,2,138,0,358,247
12,3,12,3,-1,0,1,5,2,138,0,363,243
12,-1,-25,-5,-5,-1,1,-2,2,141,0,369,247
-19,-3,-13,0,-2,-6,-1,0,2,141,0,374,247
8,20,31,12,2,9,2,1,2,138,0,379,243
-10,-12,-22,-10,-5,-4,-2,0,2,141,0,390,247
14,7,-27,4,4,-1,0,2,2,141,0,390,243
21,8,30,5,2,-1,0,2,2,141,0,390,247
-27,-6,-4,-2,2,1,-2,-6,2,141,0,392,247
-4,-3,13,8,4,2,-3,-2,2,138,0,392,247
-20,-12,-10,1,-5,-11,-3,-6,2,141,0,390,247
25,5,2,-6,-2,4,-3,4,2,141,0,385,243
-35,-2,24,18,1,5,4,-3,2,138,0,367,247
9,18,27,11,2,1,-1,1,0,138,0,353,243
26,-9,-48,-18,-4,-3,1,4,2,141,0,321,239
-19,4,45,17,-2,-5,-6,-2,2,141,0,251,235
4,-20,-53,-27,-7,-6,-3,-3,5,141,0,194,231
30,14,19,5,8,6,3,3,5,141,0,194,231
-18,-1,-11,3,-3,1,0,-5,2,141,0,178,219
-18,-16,-29,-14,-7,-5,-7,-7,2,138,0,164,155
14,-3,20,-11,-4,-6,-4,0,2,141,0,164,127
7,6,6,7,4,3,0,-3,2,138,0,152,39
-6,-1,11,8,-1,0,0,3,2,141,0,141,19
3,-12,-47,-13,-6,-3,-2,-1,2,138,0,125,11
-26,9,25,7,1,3,0,-3,2,138,0,114,3
22,-4,-4,-12,-2,0,1,1,2,141,0,107,0
-36,-10,-17,2,-3,-2,-5,-7,2,141,0,91,0
32,9,-2,-4,2,0,-3,6,2,138,0,75,0
-5,-7,5,3,0,-4,-6,-1,2,138,0,73,0
2,-2,15,1,-4,-3,4,-1,2,141,0,68,0
22,9,12,1,1,6,6,8,2,138,0,63,0
-6,-3,-17,-6,-8,-5,0,-1,10,141,0,54,0
-11,-2,22,9,0,-4,-2,0,10,138,0,52,0
-6,-2,-44,-11,-4,-4,-2,-3,12,141,0,45,0
14,1,54,9,1,0,-2,0,15,138,0,38,0
-5,10,-19,0,6,4,1,-3,15,138,0,34,0
17,-8,-71,-19,-5,-2,1,5,17,141,0,31,0
-16,6,46,6,1,-2,-3,-7,15,138,0,31,0
-7,-9,-8,5,-1,-2,-1,0,17,141,0,31,0
-70,-28,-37,-5,-13,-2,-3,-6,22,141,0,31,0
8,4,-1,3,-1,3,1,0,25,141,0,31,3
5,7,28,10,-1,1,1,-3,22,138,0,29,3
-13,-3,-25,-10,3,3,-3,-1,22,138,0,29,3
42,19,12,4,-1,0,7,9,22,138,0,0,3
-12,-4,3,2,0,-3,5,-4,22,138,0,0,7
-39,-23,-5,3,-11,-4,-10,-2,22,141,0,0,7
-3,7,27,3,1,-3,-5,-5,27,138,0,0,19
37,7,-6,-14,3,-2,-1,0,27,141,0,0,23
24,10,8,8,3,3,0,2,30,141,0,0,27
-15,-3,2,-15,0,-3,-5,-3,30,141,0,0,27
37,3,-19,3,-4,-4,2,6,27,141,0,0,63
30,1,-33,7,4,-1,2,2,27,141,0,2,86
4,-10,1,-19,-5,3,0,8,30,141,0,2,102
-15,6,16,-2,1,-2,-1,-7,27,141,0,8,126
-48,-9,-4,5,-8,-3,-3,-6,27,141,0,8,134
51,19,15,7,5,1,-1,7,27,138,0,13,165
-43,-17,-12,-12,-14,-8,-3,-10,27,141,0,13,177
-13,-13,-24,-11,-1,2,-2,-6,27,141,0,11,209
-1,12,-8,3,1,-4,-6,-4,30,141,0,13,244
-10,-7,16,9,-6,-3,6,-3,27,138,0,24,323
44,13,-16,-29,0,1,-1,4,27,141,0,30,359
-37,-21,-5,-2,-9,-4,-7,-4,27,138,0,35,363
-9,-2,-5,3,0,-4,-14,-2,30,138,0,39,363
-10,0,-13,-9,2,-1,7,4,27,141,0,55,359
32,14,45,18,-2,-3,0,2,30,141,0,63,347
-19,-6,-43,-23,-3,-3,0,0,30,138,0,90,177
-10,-8,3,11,0,3,4,-7,30,138,0,90,106
7,8,-9,-12,2,6,6,2,30,141,0,90,51
-37,-12,8,-10,-3,0,0,-4,27,141,0,90,27
57,4,2,2,1,-3,-5,6,27,141,0,90,27
-58,-1,18,5,-4,-3,-3,-10,30,138,0,90,31
-2,-8,0,16,0,-1,2,-1,27,141,0,90,31
13,10,-38,-19,-2,-5,0,3,30,141,0,90,27
35,4,-1,-4,4,2,0,3,27,141,0,90,27
52,-3,-5,-3,0,6,5,9,27,138,0,90,31
-44,7,43,17,0,5,1,-7,30,141,0,90,27
8,-7,-6,0,1,-3,-3,-6,27,141,0,92,31
-64,-11,10,23,-6,-1,-5,-8,30,141,0,90,27
3,-4,11,-36,-5,-2,0,0,27,141,0,90,27
0,-4,-47,-18,-4,1,1,-6,30,141,0,90,31
-64,-29,-36,-12,-13,-11,-7,-9,30,141,0,90,31
25,4,34,13,8,-1,7,5,30,141,0,90,31
15,-1,-17,8,1,3,-3,-1,30,141,0,90,31
8,12,35,27,-3,1,-3,2,30,141,0,90,31
-10,8,-33,-26,0,-5,-4,-6,30,138,0,90,31
23,1,6,7,0,4,3,7,27,141,0,92,31
17,9,8,2,0,0,4,1,30,138,0,90,31
-34,-24,-55,-27,-14,-10,-5,-8,27,141,0,90,31
-23,26,35,11,5,1,3,8,27,138,0,90,35
5,-28,-18,-15,-11,-1,-3,-8,27,138,0,92,31
23,21,52,22,10,1,-1,0,27,141,0,90,35
-3,-11,-33,-22,-8,-3,-2,-4,27,141,0,90,31
-16,-13,-13,3,-2,-6,-6,-10,30,141,0,92,31
17,24,17,14,3,4,5,11,27,141,0,94,35
-19,-15,5,-19,-5,-7,-4,-8,30,138,0,94,31
7,10,32,15,-1,4,0,3,30,141,0,94,31
31,5,7,5,0,9,6,6,27,138,0,94,35
-11,-19,-26,-26,-10,-4,0,-1,27,138,0,94,43
-30,9,17,13,0,-4,-5,-6,30,138,0,94,43
34,-6,22,-1,1,8,5,6,27,141,0,97,47
-15,-23,-96,-30,-5,-2,1,-4,27,141,0,94,43
42,27,40,18,8,3,8,4,30,138,0,94,47
13,-15,10,16,-7,-6,-6,1,27,141,0,94,51
-60,-30,-4,-3,-4,-7,-8,-10,27,141,0,94,51
18,20,26,-5,-2,5,10,0,27,141,0,94,59
7,-20,-34,-9,4,3,-3,2,30,141,0,94,63
-9,-14,30,-3,-11,1,2,-11,30,138,0,94,71
28,15,71,18,3,-1,-2,2,30,141,0,94,106
-19,-14,-61,-27,-3,5,4,5,30,138,0,94,122
18,9,-6,-3,-2,-3,-8,1,27,138,0,94,161
-32,5,-12,3,0,-2,-6,-11,27,138,0,94,221
47,10,45,16,1,-2,-1,6,27,141,0,94,240
-49,-19,8,-2,-1,5,3,-6,27,138,0,94,256
17,-10,3,4,0,-5,-4,8,30,141,0,94,308
-66,2,8,7,-1,-6,-2,-12,30,141,0,97,327
-27,-1,-61,-23,-9,-10,-8,-9,27,141,0,94,394
43,9,-5,-2,-1,-2,-2,3,27,138,0,94,414
6,-4,11,13,1,-2,-1,4,27,141,0,97,442
-14,-10,25,1,-5,-6,-7,-3,27,141,0,99,473
-13,6,-5,0,1,-2,1,-4,27,141,0,101,501
27,-9,-37,-11,1,3,0,5,30,141,0,108,552
-14,8,16,2,-1,-3,-1,-6,27,141,0,110,564
-11,-2,12,13,2,0,-5,1,27,141,0,116,592
8,-10,-49,-20,-2,-6,-5,-1,27,138,0,123,608
11,12,30,10,2,-1,-2,2,30,141,0,136,635
-4,9,26,-5,2,4,-1,-3,27,141,0,138,647
2,2,-2,17,2,2,0,1,27,138,0,147,667
-10,-5,-23,-9,1,3,-2,-1,27,138,0,156,683
32,10,24,1,4,-1,-1,3,27,138,0,169,710
-27,-16,11,8,-8,-1,-1,-8,27,141,0,182,730
12,-1,-19,-2,-2,-3,1,6,30,141,0,191,742
-26,-8,9,3,3,0,-1,-4,27,138,0,200,750
-4,-3,-26,-7,-4,-4,-3,-2,27,138,0,211,762
16,5,3,-6,4,3,4,-1,27,138,0,222,766
16,4,0,-2,-4,-5,-1,1,27,138,0,224,766
-9,1,-12,-9,-1,0,-2,1,27,141,0,231,766
-9,-4,3,-3,-2,-7,-3,-3,30,141,0,235,770
6,4,-1,-5,1,0,2,0,27,141,0,253,766
-12,-12,1,-1,-3,0,-2,-2,27,141,0,257,766
7,8,0,2,-1,8,0,0,27,138,0,275,766
-2,1,-8,-6,3,-2,1,-1,27,138,0,297,766
6,-1,-2,-1,-6,-4,0,-1,27,141,0,304,766
-3,-3,-7,5,-2,-3,-3,0,27,138,0,324,766
-8,-1,-2,-5,-4,-3,-1,-4,30,141,0,335,766
4,0,7,0,4,5,1,-1,27,141,0,359,766
-1,5,15,4,0,-2,0,0,27,141,0,377,766
0,-2,-15,-5,0,0,-1,-1,27,138,0,383,766
3,-2,-3,-9,0,0,3,1,27,138,0,383,766
-5,-2,6,4,-3,-3,-4,-2,27,138,0,388,766
3,4,-18,-6,-2,0,-2,1,30,141,0,396,766
0,-7,16,1,-3,-4,-2,-1,30,141,0,407,766
-5,-6,-22,-2,0,-2,-2,-2,30,141,0,427,766
4,11,15,-3,4,2,4,2,27,138,0,432,766
-6,-13,-42,8,-5,-4,-6,-2,30,141,0,434,766
-3,3,-6,1,1,0,1,0,27,141,0,436,766
4,6,25,16,4,1,-3,1,27,141,0,438,766
-1,7,12,2,5,6,4,0,30,141,0,440,766
2,-3,-27,-7,-5,0,3,1,27,138,0,440,762
-6,-9,12,-8,-1,0,-3,-1,30,141,0,443,766
-1,4,6,3,0,-3,0,2,27,141,0,445,766
0,1,20,1,-6,-3,-3,-2,30,138,0,445,762
1,4,-14,0,3,5,2,2,30,138,0,445,762
-1,-5,-14,8,0,1,2,-1,30,141,0,445,762
1,-1,4,-16,5,2,2,-2,30,141,0,445,762
-1,-1,-20,1,-3,1,-2,-1,27,141,0,445,762
-1,-7,-4,1,1,-2,0,-1,30,141,0,445,766
-1,5,-6,-9,2,-1,4,1,30,141,0,447,766
-2,-3,7,-7,-2,-1,0,-2,27,138,0,445,762
-1,-2,1,12,-1,-7,-3,0,27,138,0,445,746
5,6,38,6,-1,8,5,1,30,141,0,445,714
-4,-9,-47,-28,-3,-7,-6,-4,27,141,0,445,699
0,7,35,25,-2,-5,-4,-3,27,138,0,445,679
-1,-5,-2,4,4,2,0,0,30,141,0,447,675
-1,5,-8,6,2,2,2,1,27,138,0,445,675
1,-7,25,-1,-3,-1,-1,0,30,141,0,445,679
-5,3,20,4,-6,-12,-6,-5,27,138,0,445,683
-1,1,-12,-9,-1,3,-2,0,27,141,0,445,679
-2,-7,4,-4,2,-2,0,-1,30,141,0,445,679
0,-2,14,-2,4,10,2,1,27,138,0,445,679
0,-3,-40,-15,-8,-4,-2,-2,27,138,0,445,683
-1,0,39,19,1,-2,-1,-2,27,138,0,445,683
1,2,-34,-9,2,1,-4,1,27,138,0,445,683
0,4,19,6,-6,-5,-1,-2,27,141,0,445,683
-5,-11,5,-13,-1,0,0,-1,30,141,0,445,691
1,3,-16,2,-1,-1,-1,-1,27,141,0,445,695
0,-1,15,6,4,3,7,3,27,138,0,443,699
-4,-2,-9,-2,-4,-1,-1,-3,30,138,0,443,699
0,1,-15,4,-3,-3,-5,0,27,138,0,440,710
1,-10,17,3,-1,-1,0,0,27,138,0,438,730
-2,-1,10,8,2,-1,0,-3,30,138,0,432,762
2,2,4,11,-1,1,-1,1,27,138,0,429,782
1,-1,22,-15,-3,0,1,-2,30,141,0,427,793
-2,2,23,2,0,-3,-3,-3,30,141,0,427,805
2,3,6,3,3,0,-1,1,30,141,0,425,837
0,5,-6,3,-4,-2,-1,-2,27,138,0,423,861
0,-10,-37,-34,-3,-1,4,1,27,138,0,414,904
-1,7,31,14,-2,-3,-1,-1,30,141,0,412,912
0,2,11,19,2,6,0,1,30,138,0,410,940
0,3,-23,-1,0,1,0,2,27,141,0,407,951
-5,2,16,-9,-6,-8,-4,-3,27,141,0,396,1011
-3,-5,-9,-4,-7,-9,-2,-4,27,138,0,390,1023
3,4,18,22,3,5,-3,-1,30,138,0,388,1023
-3,-10,-38,-26,-5,-6,-2,-1,30,141,0,379,1023
-1,1,0,-6,-3,-1,-1,-1,27,141,0,374,1023
-3,-2,18,-5,-2,0,0,1,27,141,0,368,1023
1,6,-48,-35,-7,-2,-1,-1,30,138,0,354,1023
0,4,43,37,-4,-7,-10,-3,27,141,0,352,1023
-4,-11,-39,-34,-3,-3,-1,-3,27,138,0,352,1023
-1,3,11,5,6,2,3,2,30,141,0,350,1023
1,-2,-23,-5,1,2,-1,2,30,141,0,350,1023
-1,-1,0,6,-1,0,-1,-1,27,141,0,350,1023
3,1,19,12,0,5,0,1,27,141,0,350,1023
-2,-2,-30,-8,-3,-3,0,0,27,138,0,350,1023
0,-3,28,0,-4,-5,0,0,30,141,0,350,1023
0,-1,-6,-15,3,3,2,0,27,138,0,348,1016
1,5,20,25,3,-1,3,0,30,141,0,350,983
7,2,-16,-18,-5,-4,-2,1,30,141,0,348,949
-7,-12,1,10,-1,-3,-3,-2,27,138,0,348,885
24,15,6,2,-2,-2,-1,5,30,141,0,348,879
-25,-2,15,5,2,0,-2,-3,30,141,0,350,876
-15,-9,-6,2,-2,0,-5,-9,30,138,0,348,855
-24,-5,-4,4,3,4,5,-1,30,141,0,348,836
0,-4,4,-1,-6,-4,-3,-2,30,141,0,350,815
23,1,15,9,1,0,0,4,30,141,0,348,793
19,3,-8,-21,-3,-1,3,1,27,141,0,348,784
-10,-12,-14,1,-6,-5,-5,-5,27,141,0,350,772
-1,3,-8,8,5,5,3,3,30,141,0,348,757
-2,-1,7,-11,2,0,-5,-2,27,138,0,348,754
-2,0,-11,-3,-1,1,4,0,27,141,0,348,757
4,-4,0,2,-5,3,0,1,30,141,0,348,754
8,6,5,9,3,2,0,-3,27,141,0,348,757
10,6,16,-4,-1,2,1,1,30,138,0,348,754
1,-3,-3,-11,-5,-2,0,3,30,141,0,348,754
3,-10,-10,-16,-1,-4,-3,-3,27,141,0,352,754
9,1,4,4,-1,0,0,-1,27,138,0,352,754
2,4,0,-1,1,-5,-2,0,27,138,0,352,754
9,8,12,8,2,6,4,6,27,138,0,354,754
-17,-9,-2,-1,-1,2,4,-6,27,141,0,354,757
5,1,-4,4,-2,-3,-3,2,27,138,0,354,754
-30,0,1,6,0,0,4,-2,27,141,0,357,757
3,-4,-9,-4,-7,-7,-5,-6,27,138,0,354,757
3,7,14,9,3,3,-1,1,30,141,0,354,763
6,1,-13,1,-2,-2,0,0,27,141,0,354,775
9,0,-37,-19,-2,1,1,1,27,138,0,354,787
-1,-7,4,-2,-1,-6,-2,-3,30,141,0,354,839
-4,7,39,19,1,1,-3,-2,27,138,0,354,870
-7,-10,-45,-21,-4,-2,2,-1,27,141,0,354,891
18,5,-2,-4,0,-3,-2,2,27,141,0,354,910
7,3,7,10,-1,-3,-2,-1,27,141,0,354,922
1,0,20,2,-2,1,0,2,27,138,0,354,934
-16,-2,49,10,2,-1,0,0,27,138,0,350,943
16,-12,-79,-34,-1,2,-4,-2,27,141,0,348,946
1,4,7,5,-2,1,1,1,27,141,0,346,943
-25,-9,36,2,-4,-4,-4,-10,27,141,0,346,943
3,-3,-26,3,0,0,-1,2,27,138,0,343,943
29,5,-12,-19,-3,2,-1,3,30,141,0,343,946
-2,-3,-11,0,-4,0,-5,2,27,141,0,343,943
-19,6,17,7,-3,-1,5,2,27,141,0,341,946
9,-6,-13,2,-3,-3,-3,-4,27,138,0,343,943
-41,-10,-8,-10,-5,-5,-2,-11,27,141,0,343,937
-14,-3,-8,4,1,0,-1,-3,30,138,0,346,928
20,2,-8,-5,-1,2,1,10,27,141,0,350,925
-9,-4,-1,-6,0,-1,0,-5,30,141,0,354,916
20,9,5,12,5,1,0,5,30,138,0,354,910
14,6,-3,-8,-1,4,6,3,27,141,0,361,897
24,-1,-39,-1,-5,-9,-4,2,30,138,0,365,879
-26,-1,-1,-12,2,3,0,-4,27,141,0,377,864
-21,-5,34,7,-2,-4,-4,-7,27,141,0,379,861
-21,-9,-1,-4,-3,-2,-3,-3,30,141,0,379,858
18,5,-3,2,0,0,2,3,30,141,0,379,855
1,6,32,3,-4,0,-1,1,30,141,0,392,845
25,7,-26,2,1,1,1,5,27,141,0,410,845
19,-5,-35,-19,-1,2,11,-3,27,141,0,414,845
-65,-21,10,-13,-12,-3,-12,-13,30,141,0,429,842
34,6,-42,-20,0,-3,-5,4,30,141,0,440,842
-2,0,1,10,2,2,6,1,30,141,0,458,842
-10,-3,-3,-6,-6,-8,-6,-3,27,141,0,474,842
32,10,12,0,-2,0,-1,-4,27,141,0,489,842
-38,-10,-22,-5,-5,-2,-3,0,30,138,0,509,842
13,6,8,3,3,0,2,1,27,141,0,515,842
-7,0,15,0,4,3,0,0,27,141,0,531,842
28,2,-2,-7,-4,-1,3,4,27,138,0,540,842
-23,-3,-9,7,-3,-2,-2,-2,27,141,0,546,842
16,10,30,8,1,-2,0,-2,27,141,0,555,842
0,-10,-60,-8,-2,0,1,-1,30,141,0,557,842
12,6,-25,-8,1,-1,-3,3,30,141,0,562,842
-6,9,39,22,-2,2,4,-2,30,141,0,568,842
6,0,-7,-17,-1,-3,-3,0,27,138,0,575,842
-22,-19,-48,-7,-7,-7,-6,-7,27,141,0,577,842
3,-7,-9,3,3,4,0,-3,27,138,0,582,842
40,17,32,12,2,3,2,7,30,141,0,590,842
-4,1,-12,-3,-6,-3,4,6,27,138,0,597,842
-8,7,13,-8,0,1,-1,-3,30,141,0,601,842
-47,-27,-5,-6,-3,-1,-8,-17,30,141,0,606,842
0,-6,-14,1,-2,-5,-5,-4,27,138,0,606,842
43,9,-9,-2,-5,-4,-2,14,27,141,0,610,842
-76,-17,19,7,-9,-9,-1,-21,27,138,0,615,842
-1,-13,-41,-16,3,2,-3,-4,27,141,0,617,842
-5,4,8,9,0,2,4,0,27,141,0,621,842
32,14,0,-2,2,-1,-1,6,27,141,0,621,842
40,6,3,6,-2,-3,1,15,30,141,0,623,842
-31,-9,14,5,-6,-3,-3,-13,27,141,0,623,842
-22,-4,-8,-2,5,3,-4,-5,27,141,0,623,842
8,0,8,-8,-6,-5,2,-1,30,141,0,626,842
8,1,11,8,3,3,6,3,27,141,0,623,842
-19,-2,-44,-21,2,4,2,-3,30,141,0,626,842
8,-2,0,-1,2,-2,-3,-3,27,141,0,623,842
-35,-8,8,8,-2,1,1,-2,27,141,0,623,842
